-4	66613.65360644359	0.00597293	-6.499999999999999E-05	0.000492577	0.000194908	0.006662024	-6.380000000000001E-05	0.0001107	0	0.0245103	
-3.98	66614.42326821621	0.006023286	-5.64E-05	0.000492219	0.000194431	0.006663715	-6.380000000000001E-05	0.0002598	0	0.0245103	
-3.96	66615.14107895237	0.005976911	-6.07E-05	0.000491742	0.00019312	0.006716584	-6.600000000000001E-05	0.0004026	0	0.0245103	
-3.94	66615.90717250432	0.00602778	-6.499999999999999E-05	0.000492577	0.000192405	0.006779336	-6.710000000000001E-05	0.0004662	0	0.0245103	
-3.92	66616.71598582696	0.006024242	-6.18E-05	0.000492815	0.000196339	0.006842606	-6.490000000000001E-05	0.0004824	0	0.0245103	
-3.9	66617.46026174631	0.005984953	-5.75E-05	0.000493053	0.000198484	0.006827967	-6.490000000000001E-05	0.0004866	0	0.0245103	
-3.88	66618.21621734051	0.005988471	-5.75E-05	0.000493292	0.000198961	0.006860934	-6.380000000000001E-05	0.000492	0	0.0245103	
-3.86	66619.01424440344	0.006038549	-6.18E-05	0.0004935300000000001	0.00019908	0.006939911	-6.380000000000001E-05	0.0004956	0	0.0245103	
-3.84	66619.8234484352	0.006025106	-6.39E-05	0.000493292	0.00019908	0.006935144	-6.270000000000001E-05	0.000492	0	0.0245103	
-3.82	66620.5813396555	0.006043198	-6.39E-05	0.000493053	0.000198246	0.006896744	-6.380000000000001E-05	0.0004938	0	0.0245103	
-3.8	66621.31828553893	0.006040668	-5.54E-05	0.000493292	0.000197888	0.006887242	-6.380000000000001E-05	0.0004941	0	0.0245103	
-3.78	66622.09421017719	0.006043547	-6.28E-05	0.000492815	0.00019765	0.006902177	-6.600000000000001E-05	0.0004902	0	0.0245103	
-3.76	66622.8473204106	0.006020365	-5.75E-05	0.000492815	0.00019765	0.006862414	-6.270000000000001E-05	0.0004929	0	0.0245103	
-3.74	66623.62545330738	0.005996318	-5.75E-05	0.000492815	0.000196935	0.006811141	-6.600000000000001E-05	0.0004896	0	0.0245103	
-3.72	66624.40853070651	0.00599673	-5.75E-05	0.000492696	0.000195981	0.006768693	-6.490000000000001E-05	0.0004806	0	0.0245103	
-3.7	66625.15654252186	0.006038672	-5.54E-05	0.000492696	0.000192524	0.006730779	-6.490000000000001E-05	0.0004677	0	0.0245103	
-3.68	66625.91960511819	0.006000864	-5.54E-05	0.000492338	0.000192166	0.006696132	-6.270000000000001E-05	0.0004299	0	0.0245103	
-3.66	66626.64383487564	0.006037633	-5.54E-05	0.000491384	0.000191093	0.006668503	-6.380000000000001E-05	0.0003381	0	0.0245103	
-3.64	66627.41464157638	0.006010512	-6.39E-05	0.0004921	0.000194312	0.006676969	-6.600000000000001E-05	0.0001806	0	0.0245103	
-3.62	66628.18863026853	0.006005205	-6.18E-05	0.000492457	0.000195147	0.006652849	-6.490000000000001E-05	0.0001056	0	0.0245103	
-3.6	66628.95849363554	0.006032028	-5.96E-05	0.000492338	0.000195266	0.00668219	-6.490000000000001E-05	0.0001704	0	0.0245103	
-3.58	66629.69670092384	0.006033386	-5.96E-05	0.000491742	0.000193597	0.006678216	-6.600000000000001E-05	0.0003231	0	0.0245103	
-3.56	66630.46276023676	0.005971727	-6.18E-05	0.000492219	0.000192166	0.006707822	-6.490000000000001E-05	0.000432	0	0.0245103	
-3.54	66631.19373316647	0.005969053	-5.96E-05	0.000492696	0.000192643	0.006754846	-6.710000000000001E-05	0.0004752	0	0.0245103	
-3.52	66631.95696407813	0.00599169	-5.96E-05	0.000492815	0.000195623	0.006846634	-6.490000000000001E-05	0.0004881000000000001	0	0.0245103	
-3.5	66632.72183974399	0.006015089	-5.54E-05	0.000494484	0.000196577	0.006869633	-6.710000000000001E-05	0.0004917	0	0.0245103	
-3.48	66633.49482718401	0.005977486	-5.96E-05	0.000493053	0.000197769	0.006880351	-6.600000000000001E-05	0.0004986	0	0.0245103	
-3.46	66634.29598567975	0.005973928	-5.96E-05	0.000494603	0.000198246	0.006841412	-6.600000000000001E-05	0.0004980000000000001	0	0.0245103	
-3.44	66635.07604332296	0.006001523	-5.75E-05	0.000495199	0.000196219	0.00683747	-6.380000000000001E-05	0.0004965	0	0.0245103	
-3.42	66635.83094966636	0.006009638	-5.54E-05	0.000492934	0.000198365	0.006751422	-6.490000000000001E-05	0.0005004	0	0.0245103	
-3.4	66636.58699901795	0.006008393	-5.33E-05	0.000494841	0.000198842	0.006818317	-6.490000000000001E-05	0.0004995000000000001	0	0.0245103	
-3.38	66637.37706694246	0.00598265	-5.01E-05	0.000495676	0.000198365	0.00671818	-6.490000000000001E-05	0.0004989	0	0.0245103	
-3.36	66638.12619136683	0.006014482	-5.33E-05	0.000495676	0.000198961	0.006858503	-6.380000000000001E-05	0.0004974000000000001	0	0.0245103	
-3.34	66638.86718065769	0.005961936	-4.9E-05	0.000493769	0.000198604	0.006662932	-6.270000000000001E-05	0.0004956	0	0.0245103	
-3.32	66639.61726537533	0.005999939	-5.33E-05	0.000494841	0.000197769	0.00678738	-6.600000000000001E-05	0.0004989	0	0.0245103	
-3.3	66640.39433494171	0.006015253	-5.64E-05	0.000493769	0.000197412	0.006815717	-6.380000000000001E-05	0.0004965	0	0.0245103	
-3.28	66641.12917240385	0.006004505	-4.9E-05	0.000492815	0.000198842	0.006724279	-6.380000000000001E-05	0.0005007	0	0.0245103	
-3.26	66641.89825595256	0.005958665	-5.96E-05	0.000492815	0.000196696	0.00679628	-6.600000000000001E-05	0.0004971	0	0.0245103	
-3.24	66642.65961139642	0.005981899	-5.54E-05	0.000494603	0.000197769	0.006812937	-6.600000000000001E-05	0.0004911000000000001	0	0.0245103	
-3.22	66643.41434206472	0.005964908	-5.75E-05	0.000492696	0.00019467	0.006752151	-6.710000000000001E-05	0.0004860000000000001	0	0.0245103	
-3.2	66644.18548539608	0.005994992	-5.54E-05	0.000492815	0.000192524	0.00669906	-6.82E-05	0.0004692	0	0.0245103	
-3.18	66645.00338102588	0.005956505	-5.54E-05	0.0004904310000000001	0.000192166	0.006683596	-6.380000000000001E-05	0.0003966	0	0.0245103	
-3.16	66645.74832412666	0.00600684	-5.75E-05	0.000492219	0.000193239	0.006667964	-6.490000000000001E-05	0.000237	0	0.0245103	
-3.14	66646.51550500834	0.005961606	-5.75E-05	0.0004921	0.000194789	0.006663937	-6.490000000000001E-05	0.0001029	0	0.0245103	
-3.12	66647.30654250586	0.005963684	-5.96E-05	0.0004921	0.000195266	0.006665522	-6.600000000000001E-05	0.0001338	0	0.0245103	
-3.1	66648.09051907995	0.005967191	-5.96E-05	0.000491623	0.000190497	0.006678523	-6.490000000000001E-05	0.0002784000000000001	0	0.0245103	
-3.08	66648.84977186236	0.005981405	-5.54E-05	0.000490908	0.000190736	0.006693743	-6.380000000000001E-05	0.0003954	0	0.0245103	
-3.06	66649.59776255829	0.005955744	-5.64E-05	0.000492457	0.000192047	0.006658366	-6.270000000000001E-05	0.0004485	0	0.0245103	
-3.04	66650.34770040002	0.005994817	-5.11E-05	0.000492696	0.000192166	0.006666727	-6.710000000000001E-05	0.0004737	0	0.0245103	
-3.02	66651.09677266584	0.006010882	-5.64E-05	0.000492815	0.000194431	0.006722281	-6.600000000000001E-05	0.0004860000000000001	0	0.0245103	
-3	66651.8646482482	0.005968199	-4.9E-05	0.000493053	0.000193716	0.006670247	-6.710000000000001E-05	0.0004887	0	0.0245103	
-2.98	66652.61480048395	0.006000988	-5.33E-05	0.0004938880000000001	0.00019455	0.006706966	-6.600000000000001E-05	0.0004878	0	0.0245103	
