-0.15	2.533	5	97991.46466354377	-0.005048398	-0.0537174	0.000379207	0.00146855	30000000000000000000000000000000000000
-0.15	2.5345	4.983333333333333	97992.13256686933	-0.005062654	-0.0537142	0.000379207	0.00146557	0.0246417	
-0.15	2.536	4.966666666666667	97992.77450387781	-0.00507118	-0.0536503	0.000379207	0.00146414	0.0246417	
-0.15	2.5375	4.95	97993.42854838922	-0.00505349	-0.0536354	0.000379207	0.00146414	0.0246417	
-0.15	2.539	4.933333333333334	97994.07181816058	-0.005061347	-0.0536364	0.000379207	0.00146426	0.0246417	
-0.15	2.5405	4.916666666666667	97994.70756878129	-0.00506687	-0.0536236	0.000379207	0.00146426	0.0246417	
-0.15	2.542	4.9	97995.35259626372	-0.005063651	-0.0536258	0.000379207	0.00146426	0.0246417	
-0.15	2.5435	4.883333333333334	97995.99273172235	-0.005063631	-0.0536173	0.000379207	0.00146437	0.0246417	
-0.15	2.545	4.866666666666666	97996.6577442484	-0.005063116	-0.0536183	0.000379207	0.00146437	0.0246417	
-0.15	2.5465	4.85	97997.29968669673	-0.005064289	-0.053646	0.000379207	0.00146473	0.0246417	
-0.15	2.548	4.833333333333333	97997.93589586466	-0.005076178	-0.05363	0.000379207	0.00146402	0.0246417	
-0.15	2.5495	4.816666666666666	97998.57879380639	-0.005077135	-0.0536194	0.000379207	0.00146402	0.0246417	
-0.15	2.551	4.8	97999.22185398359	-0.005067734	-0.0535949	0.000379207	0.0014639	0.0246417	
-0.15	2.5525	4.783333333333333	97999.85896104653	-0.00507481	-0.0535938	0.000379207	0.00146294	0.0246417	
-0.15	2.554	4.766666666666667	98000.50096909302	-0.005077546	-0.0536023	0.000379207	0.00145925	0.0246417	
-0.15	2.5555	4.75	98001.14193396855	-0.005074594	-0.0535981	0.000379207	0.00145865	0.0246417	
-0.15	2.557	4.733333333333333	98001.80696857399	-0.005075829	-0.053596	0.000379207	0.00145865	0.0246417	
-0.15	2.5585	4.716666666666667	98002.44894142148	-0.005077032	-0.0535981	0.000379207	0.00145889	0.0246417	
-0.15	2.56	4.7	98003.08813066644	-0.005077258	-0.0536013	0.000379207	0.00145853	0.0246417	
-0.15	2.5615	4.683333333333334	98003.72497245677	-0.005079871	-0.0535981	0.000379207	0.00144959	0.0246417	
-0.15	2.563	4.666666666666667	98004.37904224747	-0.005076929	-0.0536066	0.000374438	0.00141001	0.0246417	
-0.15	2.5645	4.65	98005.02093573715	-0.005081012	-0.0536343	0.000373365	0.00138641	0.0246417	
-0.15	2.566	4.633333333333333	98005.65127914838	-0.005078349	-0.0536055	0.000377895	0.00143362	0.0246417	
-0.15	2.5675	4.616666666666667	98006.28912731069	-0.005086577	-0.0535938	0.000379087	0.00145794	0.0246417	
-0.15	2.569	4.6	98006.92222712519	-0.005087225	-0.0535938	0.000379207	0.00146235	0.0246417	
-0.15	2.5705	4.583333333333333	98007.56126213446	-0.005090896	-0.0535938	0.000379207	0.0014633	0.0246417	
-0.15	2.572	4.566666666666666	98008.20330729992	-0.005091729	-0.0536034	0.000379207	0.00146402	0.0246417	
-0.15	2.5735	4.55	98008.84237910816	-0.005094434	-0.0536066	0.000379207	0.00146449	0.0246417	
